OrderID,ProductID,OrderDetailUnitPrice,Quantity,Discount,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,ShippedDateMissing,ProductName,CategoryID,ProductUnitPrice,CategoryName,CustomerCompany,Country,ShipperID,ShipperCompany,Revenue,DeliveryDays,OrderMonth
10357,60,27.2,8,0,LILAS,1,1996-11-19,1996-12-17,1996-12-02,3,34.88,LILA-Supermercado,Carrera 52 con Ave. Bolvar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,False,Camembert Pierrot,4,34.0,Dairy Products,LILA-Supermercado,Venezuela,3,Federal Shipping,217.6,13.0,1996-11
10358,24,3.6,10,0,LAMAI,5,1996-11-20,1996-12-18,1996-11-27,1,19.64,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Unknown,31000,France,False,Guaran Fantstica,1,4.5,Beverages,La maison d'Asie,France,1,Speedy Express,36.0,7.0,1996-11
10358,34,11.2,10,0,LAMAI,5,1996-11-20,1996-12-18,1996-11-27,1,19.64,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Unknown,31000,France,False,Sasquatch Ale,1,14.0,Beverages,La maison d'Asie,France,1,Speedy Express,112.0,7.0,1996-11
10358,36,15.2,20,0,LAMAI,5,1996-11-20,1996-12-18,1996-11-27,1,19.64,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Unknown,31000,France,False,Inlagd Sill,8,19.0,Seafood,La maison d'Asie,France,1,Speedy Express,304.0,7.0,1996-11
10359,16,13.9,56,0,SEVES,5,1996-11-21,1996-12-19,1996-11-26,3,288.43,Seven Seas Imports,90 Wadhurst Rd.,London,Unknown,OX15 4NB,UK,False,Pavlova,3,17.45,Confections,Seven Seas Imports,UK,3,Federal Shipping,778.4,5.0,1996-11
10359,31,10.0,70,0,SEVES,5,1996-11-21,1996-12-19,1996-11-26,3,288.43,Seven Seas Imports,90 Wadhurst Rd.,London,Unknown,OX15 4NB,UK,False,Gorgonzola Telino,4,12.5,Dairy Products,Seven Seas Imports,UK,3,Federal Shipping,700.0,5.0,1996-11
10359,60,27.2,80,0,SEVES,5,1996-11-21,1996-12-19,1996-11-26,3,288.43,Seven Seas Imports,90 Wadhurst Rd.,London,Unknown,OX15 4NB,UK,False,Camembert Pierrot,4,34.0,Dairy Products,Seven Seas Imports,UK,3,Federal Shipping,2176.0,5.0,1996-11
10360,28,36.4,30,0,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,131.7,Blondel pre et fils,"24, place Klber",Strasbourg,Unknown,67000,France,False,Rssle Sauerkraut,7,45.6,Produce,Blondesddsl pre et fils,France,3,Federal Shipping,1092.0,10.0,1996-11
10360,29,99.0,35,0,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,131.7,Blondel pre et fils,"24, place Klber",Strasbourg,Unknown,67000,France,False,Thringer Rostbratwurst,6,123.79,Meat/Poultry,Blondesddsl pre et fils,France,3,Federal Shipping,3465.0,10.0,1996-11
10360,38,210.8,10,0,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,131.7,Blondel pre et fils,"24, place Klber",Strasbourg,Unknown,67000,France,False,Cte de Blaye,1,263.5,Beverages,Blondesddsl pre et fils,France,3,Federal Shipping,2108.0,10.0,1996-11
10360,49,16.0,35,0,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,131.7,Blondel pre et fils,"24, place Klber",Strasbourg,Unknown,67000,France,False,Maxilaku,3,20.0,Confections,Blondesddsl pre et fils,France,3,Federal Shipping,560.0,10.0,1996-11
10360,54,5.9,28,0,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,131.7,Blondel pre et fils,"24, place Klber",Strasbourg,Unknown,67000,France,False,Tourtire,6,7.45,Meat/Poultry,Blondesddsl pre et fils,France,3,Federal Shipping,165.20000000000002,10.0,1996-11
10361,39,14.4,54,0,QUICK,1,1996-11-22,1996-12-20,1996-12-03,2,183.17,QUICK-Stop,Taucherstrae 10,Cunewalde,Unknown,1307,Germany,False,Chartreuse verte,1,18.0,Beverages,QUICK-Stop,Germany,2,United Package,777.6,11.0,1996-11
10361,60,27.2,55,0,QUICK,1,1996-11-22,1996-12-20,1996-12-03,2,183.17,QUICK-Stop,Taucherstrae 10,Cunewalde,Unknown,1307,Germany,False,Camembert Pierrot,4,34.0,Dairy Products,QUICK-Stop,Germany,2,United Package,1496.0,11.0,1996-11
10362,25,11.2,50,0,BONAP,3,1996-11-25,1996-12-23,1996-11-28,1,96.04,Bon app-,"12, rue des Bouchers",Marseille,Unknown,13008,France,False,NuNuCa Nu-Nougat-Creme,3,14.0,Confections,Bon app',France,1,Speedy Express,560.0,3.0,1996-11
10362,51,42.4,20,0,BONAP,3,1996-11-25,1996-12-23,1996-11-28,1,96.04,Bon app-,"12, rue des Bouchers",Marseille,Unknown,13008,France,False,Manjimup Dried Apples,7,53.0,Produce,Bon app',France,1,Speedy Express,848.0,3.0,1996-11
10362,54,5.9,24,0,BONAP,3,1996-11-25,1996-12-23,1996-11-28,1,96.04,Bon app-,"12, rue des Bouchers",Marseille,Unknown,13008,France,False,Tourtire,6,7.45,Meat/Poultry,Bon app',France,1,Speedy Express,141.60000000000002,3.0,1996-11
10363,31,10.0,20,0,DRACD,4,1996-11-26,1996-12-24,1996-12-04,3,30.54,Drachenblut Delikatessen,Walserweg 21,Aachen,Unknown,52066,Germany,False,Gorgonzola Telino,4,12.5,Dairy Products,Drachenblut Delikatessen,Germany,3,Federal Shipping,200.0,8.0,1996-11
10363,75,6.2,12,0,DRACD,4,1996-11-26,1996-12-24,1996-12-04,3,30.54,Drachenblut Delikatessen,Walserweg 21,Aachen,Unknown,52066,Germany,False,Rhnbru Klosterbier,1,7.75,Beverages,Drachenblut Delikatessen,Germany,3,Federal Shipping,74.4,8.0,1996-11
10363,76,14.4,12,0,DRACD,4,1996-11-26,1996-12-24,1996-12-04,3,30.54,Drachenblut Delikatessen,Walserweg 21,Aachen,Unknown,52066,Germany,False,Lakkalikri,1,18.0,Beverages,Drachenblut Delikatessen,Germany,3,Federal Shipping,172.8,8.0,1996-11
10364,69,28.8,30,0,EASTC,1,1996-11-26,1997-01-07,1996-12-04,1,71.97,Eastern Connection,35 King George,London,Unknown,WX3 6FW,UK,False,Gudbrandsdalsost,4,36.0,Dairy Products,Eastern Connection,UK,1,Speedy Express,864.0,8.0,1996-11
10364,71,17.2,5,0,EASTC,1,1996-11-26,1997-01-07,1996-12-04,1,71.97,Eastern Connection,35 King George,London,Unknown,WX3 6FW,UK,False,Flotemysost,4,21.5,Dairy Products,Eastern Connection,UK,1,Speedy Express,86.0,8.0,1996-11
10365,11,16.8,24,0,ANTON,3,1996-11-27,1996-12-25,1996-12-02,2,22.0,Antonio Moreno Taquera,Mataderos 2312,Mxico D.F.,Unknown,5023,Mexico,False,Queso Cabrales,4,21.0,Dairy Products,Antonio Moreno Taquera,Mexico,2,United Package,403.20000000000005,5.0,1996-11
10366,65,16.8,5,0,GALED,8,1996-11-28,1997-01-09,1996-12-30,2,10.14,Galera del gastronmo,"Rambla de Catalua, 23",Barcelona,Unknown,8022,Spain,False,Louisiana Fiery Hot Pepper Sauce,2,21.05,Condiments,Galera del gastrnomo,Spain,2,United Package,84.0,32.0,1996-11
10366,77,10.4,5,0,GALED,8,1996-11-28,1997-01-09,1996-12-30,2,10.14,Galera del gastronmo,"Rambla de Catalua, 23",Barcelona,Unknown,8022,Spain,False,Original Frankfurter grne Soe,2,13.0,Condiments,Galera del gastrnomo,Spain,2,United Package,52.0,32.0,1996-11
10367,34,11.2,36,0,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,13.55,Vaffeljernet,Smagsloget 45,rhus,Unknown,8200,Denmark,False,Sasquatch Ale,1,14.0,Beverages,Vaffeljernet,Denmark,3,Federal Shipping,403.2,4.0,1996-11
10367,54,5.9,18,0,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,13.55,Vaffeljernet,Smagsloget 45,rhus,Unknown,8200,Denmark,False,Tourtire,6,7.45,Meat/Poultry,Vaffeljernet,Denmark,3,Federal Shipping,106.2,4.0,1996-11
10367,65,16.8,15,0,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,13.55,Vaffeljernet,Smagsloget 45,rhus,Unknown,8200,Denmark,False,Louisiana Fiery Hot Pepper Sauce,2,21.05,Condiments,Vaffeljernet,Denmark,3,Federal Shipping,252.0,4.0,1996-11
10367,77,10.4,7,0,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,13.55,Vaffeljernet,Smagsloget 45,rhus,Unknown,8200,Denmark,False,Original Frankfurter grne Soe,2,13.0,Condiments,Vaffeljernet,Denmark,3,Federal Shipping,72.8,4.0,1996-11
10368,21,8.0,5,0,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,101.95,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,False,Sir Rodney's Scones,3,10.0,Confections,Ernst Handel,Austria,2,United Package,40.0,3.0,1996-11
10368,28,36.4,13,0,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,101.95,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,False,Rssle Sauerkraut,7,45.6,Produce,Ernst Handel,Austria,2,United Package,473.2,3.0,1996-11
10368,57,15.6,25,0,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,101.95,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,False,Ravioli Angelo,5,19.5,Grains/Cereals,Ernst Handel,Austria,2,United Package,390.0,3.0,1996-11
10368,64,26.6,35,0,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,101.95,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,False,Wimmers gute Semmelkndel,5,33.25,Grains/Cereals,Ernst Handel,Austria,2,United Package,931.0,3.0,1996-11
10369,29,99.0,20,0,SPLIR,8,1996-12-02,1996-12-30,1996-12-09,2,195.68,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,False,Thringer Rostbratwurst,6,123.79,Meat/Poultry,Split Rail Beer & Ale,USA,2,United Package,1980.0,7.0,1996-12
10369,56,30.4,18,0,SPLIR,8,1996-12-02,1996-12-30,1996-12-09,2,195.68,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,False,Gnocchi di nonna Alice,5,38.0,Grains/Cereals,Split Rail Beer & Ale,USA,2,United Package,547.1999999999999,7.0,1996-12
10370,1,14.4,15,0,CHOPS,6,1996-12-03,1996-12-31,1996-12-27,2,1.17,Chop-suey Chinese,Hauptstr. 31,Bern,Unknown,3012,Switzerland,False,Chai,1,18.0,Beverages,Chop-suey Chinese,Switzerland,2,United Package,216.0,24.0,1996-12
10370,64,26.6,30,0,CHOPS,6,1996-12-03,1996-12-31,1996-12-27,2,1.17,Chop-suey Chinese,Hauptstr. 31,Bern,Unknown,3012,Switzerland,False,Wimmers gute Semmelkndel,5,33.25,Grains/Cereals,Chop-suey Chinese,Switzerland,2,United Package,798.0,24.0,1996-12
10370,74,8.0,20,0,CHOPS,6,1996-12-03,1996-12-31,1996-12-27,2,1.17,Chop-suey Chinese,Hauptstr. 31,Bern,Unknown,3012,Switzerland,False,Longlife Tofu,7,10.0,Produce,Chop-suey Chinese,Switzerland,2,United Package,160.0,24.0,1996-12
10371,36,15.2,6,0,LAMAI,1,1996-12-03,1996-12-31,1996-12-24,1,0.45,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Unknown,31000,France,False,Inlagd Sill,8,19.0,Seafood,La maison d'Asie,France,1,Speedy Express,91.19999999999999,21.0,1996-12
10372,20,64.8,12,0,QUEEN,5,1996-12-04,1997-01-01,1996-12-09,2,890.78,Queen Cozinha,"Alameda dos Canrios, 891",Sao Paulo,SP,05487-020,Brazil,False,Sir Rodney's Marmalade,3,81.0,Confections,Queen Cozinha,Brazil,2,United Package,777.5999999999999,5.0,1996-12
10372,38,210.8,40,0,QUEEN,5,1996-12-04,1997-01-01,1996-12-09,2,890.78,Queen Cozinha,"Alameda dos Canrios, 891",Sao Paulo,SP,05487-020,Brazil,False,Cte de Blaye,1,263.5,Beverages,Queen Cozinha,Brazil,2,United Package,8432.0,5.0,1996-12
10372,60,27.2,70,0,QUEEN,5,1996-12-04,1997-01-01,1996-12-09,2,890.78,Queen Cozinha,"Alameda dos Canrios, 891",Sao Paulo,SP,05487-020,Brazil,False,Camembert Pierrot,4,34.0,Dairy Products,Queen Cozinha,Brazil,2,United Package,1904.0,5.0,1996-12
10372,72,27.8,42,0,QUEEN,5,1996-12-04,1997-01-01,1996-12-09,2,890.78,Queen Cozinha,"Alameda dos Canrios, 891",Sao Paulo,SP,05487-020,Brazil,False,Mozzarella di Giovanni,4,34.8,Dairy Products,Queen Cozinha,Brazil,2,United Package,1167.6000000000001,5.0,1996-12
10373,58,10.6,80,0,HUNGO,4,1996-12-05,1997-01-02,1996-12-11,3,124.12,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,Unknown,Ireland,False,Escargots de Bourgogne,8,13.25,Seafood,Hungry Owl All-Night Grocers,Ireland,3,Federal Shipping,848.0,6.0,1996-12
10373,71,17.2,50,0,HUNGO,4,1996-12-05,1997-01-02,1996-12-11,3,124.12,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,Unknown,Ireland,False,Flotemysost,4,21.5,Dairy Products,Hungry Owl All-Night Grocers,Ireland,3,Federal Shipping,860.0,6.0,1996-12
10374,31,10.0,30,0,WOLZA,1,1996-12-05,1997-01-02,1996-12-09,3,3.94,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Unknown,01-012,Poland,False,Gorgonzola Telino,4,12.5,Dairy Products,Wolski  Zajazd,Poland,3,Federal Shipping,300.0,4.0,1996-12
10374,58,10.6,15,0,WOLZA,1,1996-12-05,1997-01-02,1996-12-09,3,3.94,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Unknown,01-012,Poland,False,Escargots de Bourgogne,8,13.25,Seafood,Wolski  Zajazd,Poland,3,Federal Shipping,159.0,4.0,1996-12
10375,14,18.6,15,0,HUNGC,3,1996-12-06,1997-01-03,1996-12-09,2,20.12,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,False,Tofu,7,23.25,Produce,Hungry Coyote Import Store,USA,2,United Package,279.0,3.0,1996-12
10375,54,5.9,10,0,HUNGC,3,1996-12-06,1997-01-03,1996-12-09,2,20.12,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,False,Tourtire,6,7.45,Meat/Poultry,Hungry Coyote Import Store,USA,2,United Package,59.0,3.0,1996-12
10376,31,10.0,42,0,MEREP,1,1996-12-09,1997-01-06,1996-12-13,2,20.39,Mre Paillarde,43 rue St. Laurent,Montral,Qubec,H1J 1C3,Canada,False,Gorgonzola Telino,4,12.5,Dairy Products,Mre Paillarde,Canada,2,United Package,420.0,4.0,1996-12
10377,28,36.4,20,0,SEVES,1,1996-12-09,1997-01-06,1996-12-13,3,22.21,Seven Seas Imports,90 Wadhurst Rd.,London,Unknown,OX15 4NB,UK,False,Rssle Sauerkraut,7,45.6,Produce,Seven Seas Imports,UK,3,Federal Shipping,728.0,4.0,1996-12
10377,39,14.4,20,0,SEVES,1,1996-12-09,1997-01-06,1996-12-13,3,22.21,Seven Seas Imports,90 Wadhurst Rd.,London,Unknown,OX15 4NB,UK,False,Chartreuse verte,1,18.0,Beverages,Seven Seas Imports,UK,3,Federal Shipping,288.0,4.0,1996-12
10378,71,17.2,6,0,FOLKO,5,1996-12-10,1997-01-07,1996-12-19,3,5.44,Folk och f HB,kergatan 24,Brcke,Unknown,S-844 67,Sweden,False,Flotemysost,4,21.5,Dairy Products,Folk och f HB,Sweden,3,Federal Shipping,103.19999999999999,9.0,1996-12
10379,41,7.7,8,0,QUEDE,2,1996-12-11,1997-01-08,1996-12-13,1,45.03,Que Delcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,False,Jack's New England Clam Chowder,8,9.65,Seafood,Que Delcia,Brazil,1,Speedy Express,61.6,2.0,1996-12
10379,63,35.1,16,0,QUEDE,2,1996-12-11,1997-01-08,1996-12-13,1,45.03,Que Delcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,False,Vegie-spread,2,43.9,Condiments,Que Delcia,Brazil,1,Speedy Express,561.6,2.0,1996-12
10379,65,16.8,20,0,QUEDE,2,1996-12-11,1997-01-08,1996-12-13,1,45.03,Que Delcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,False,Louisiana Fiery Hot Pepper Sauce,2,21.05,Condiments,Que Delcia,Brazil,1,Speedy Express,336.0,2.0,1996-12
10380,30,20.7,18,0,HUNGO,8,1996-12-12,1997-01-09,1997-01-16,3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,Unknown,Ireland,False,Nord-Ost Matjeshering,8,25.89,Seafood,Hungry Owl All-Night Grocers,Ireland,3,Federal Shipping,372.59999999999997,35.0,1996-12
10380,53,26.2,20,0,HUNGO,8,1996-12-12,1997-01-09,1997-01-16,3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,Unknown,Ireland,False,Perth Pasties,6,32.8,Meat/Poultry,Hungry Owl All-Night Grocers,Ireland,3,Federal Shipping,524.0,35.0,1996-12
10380,60,27.2,6,0,HUNGO,8,1996-12-12,1997-01-09,1997-01-16,3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,Unknown,Ireland,False,Camembert Pierrot,4,34.0,Dairy Products,Hungry Owl All-Night Grocers,Ireland,3,Federal Shipping,163.2,35.0,1996-12
10380,70,12.0,30,0,HUNGO,8,1996-12-12,1997-01-09,1997-01-16,3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,Unknown,Ireland,False,Outback Lager,1,15.0,Beverages,Hungry Owl All-Night Grocers,Ireland,3,Federal Shipping,360.0,35.0,1996-12
10381,74,8.0,14,0,LILAS,3,1996-12-12,1997-01-09,1996-12-13,3,7.99,LILA-Supermercado,Carrera 52 con Ave. Bolvar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,False,Longlife Tofu,7,10.0,Produce,LILA-Supermercado,Venezuela,3,Federal Shipping,112.0,1.0,1996-12
10382,5,17.0,32,0,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,94.77,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,False,Chef Anton's Gumbo Mix,2,21.35,Condiments,Ernst Handel,Austria,1,Speedy Express,544.0,3.0,1996-12
10382,18,50.0,9,0,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,94.77,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,False,Carnarvon Tigers,8,62.5,Seafood,Ernst Handel,Austria,1,Speedy Express,450.0,3.0,1996-12
10382,29,99.0,14,0,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,94.77,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,False,Thringer Rostbratwurst,6,123.79,Meat/Poultry,Ernst Handel,Austria,1,Speedy Express,1386.0,3.0,1996-12
10382,33,2.0,60,0,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,94.77,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,False,Geitost,4,2.5,Dairy Products,Ernst Handel,Austria,1,Speedy Express,120.0,3.0,1996-12
10382,74,8.0,50,0,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,94.77,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,False,Longlife Tofu,7,10.0,Produce,Ernst Handel,Austria,1,Speedy Express,400.0,3.0,1996-12
10383,13,4.8,20,0,AROUT,8,1996-12-16,1997-01-13,1996-12-18,3,34.24,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,False,Konbu,8,6.0,Seafood,Around the Horn,UK,3,Federal Shipping,96.0,2.0,1996-12
10383,50,13.0,15,0,AROUT,8,1996-12-16,1997-01-13,1996-12-18,3,34.24,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,False,Valkoinen suklaa,3,16.25,Confections,Around the Horn,UK,3,Federal Shipping,195.0,2.0,1996-12
10383,56,30.4,20,0,AROUT,8,1996-12-16,1997-01-13,1996-12-18,3,34.24,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,False,Gnocchi di nonna Alice,5,38.0,Grains/Cereals,Around the Horn,UK,3,Federal Shipping,608.0,2.0,1996-12
10384,20,64.8,28,0,BERGS,3,1996-12-16,1997-01-13,1996-12-20,3,168.64,Berglunds snabbkp,Berguvsvgen 8,Lule,Unknown,S-958 22,Sweden,False,Sir Rodney's Marmalade,3,81.0,Confections,Berglunds snabbkp,Sweden,3,Federal Shipping,1814.3999999999999,4.0,1996-12
10384,60,27.2,15,0,BERGS,3,1996-12-16,1997-01-13,1996-12-20,3,168.64,Berglunds snabbkp,Berguvsvgen 8,Lule,Unknown,S-958 22,Sweden,False,Camembert Pierrot,4,34.0,Dairy Products,Berglunds snabbkp,Sweden,3,Federal Shipping,408.0,4.0,1996-12
10385,7,24.0,10,0,SPLIR,1,1996-12-17,1997-01-14,1996-12-23,2,30.96,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,False,Uncle Bob's Organic Dried Pears,7,30.0,Produce,Split Rail Beer & Ale,USA,2,United Package,240.0,6.0,1996-12
10385,60,27.2,20,0,SPLIR,1,1996-12-17,1997-01-14,1996-12-23,2,30.96,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,False,Camembert Pierrot,4,34.0,Dairy Products,Split Rail Beer & Ale,USA,2,United Package,544.0,6.0,1996-12
10385,68,10.0,8,0,SPLIR,1,1996-12-17,1997-01-14,1996-12-23,2,30.96,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,False,Scottish Longbreads,3,12.5,Confections,Split Rail Beer & Ale,USA,2,United Package,80.0,6.0,1996-12
10386,24,3.6,15,0,FAMIA,9,1996-12-18,1997-01-01,1996-12-25,3,13.99,Familia Arquibaldo,"Rua Ors, 92",Sao Paulo,SP,05442-030,Brazil,False,Guaran Fantstica,1,4.5,Beverages,Familia Arquibaldo,Brazil,3,Federal Shipping,54.0,7.0,1996-12
10386,34,11.2,10,0,FAMIA,9,1996-12-18,1997-01-01,1996-12-25,3,13.99,Familia Arquibaldo,"Rua Ors, 92",Sao Paulo,SP,05442-030,Brazil,False,Sasquatch Ale,1,14.0,Beverages,Familia Arquibaldo,Brazil,3,Federal Shipping,112.0,7.0,1996-12
10387,24,3.6,15,0,SANTG,1,1996-12-18,1997-01-15,1996-12-20,2,93.63,Sant Gourmet,Erling Skakkes gate 78,Stavern,Unknown,4110,Norway,False,Guaran Fantstica,1,4.5,Beverages,Sant Gourmet,Norway,2,United Package,54.0,2.0,1996-12
10387,28,36.4,6,0,SANTG,1,1996-12-18,1997-01-15,1996-12-20,2,93.63,Sant Gourmet,Erling Skakkes gate 78,Stavern,Unknown,4110,Norway,False,Rssle Sauerkraut,7,45.6,Produce,Sant Gourmet,Norway,2,United Package,218.39999999999998,2.0,1996-12
10387,59,44.0,12,0,SANTG,1,1996-12-18,1997-01-15,1996-12-20,2,93.63,Sant Gourmet,Erling Skakkes gate 78,Stavern,Unknown,4110,Norway,False,Raclette Courdavault,4,55.0,Dairy Products,Sant Gourmet,Norway,2,United Package,528.0,2.0,1996-12
10387,71,17.2,15,0,SANTG,1,1996-12-18,1997-01-15,1996-12-20,2,93.63,Sant Gourmet,Erling Skakkes gate 78,Stavern,Unknown,4110,Norway,False,Flotemysost,4,21.5,Dairy Products,Sant Gourmet,Norway,2,United Package,258.0,2.0,1996-12
10388,45,7.6,15,0,SEVES,2,1996-12-19,1997-01-16,1996-12-20,1,34.86,Seven Seas Imports,90 Wadhurst Rd.,London,Unknown,OX15 4NB,UK,False,Rogede sild,8,9.5,Seafood,Seven Seas Imports,UK,1,Speedy Express,114.0,1.0,1996-12
10388,52,5.6,20,0,SEVES,2,1996-12-19,1997-01-16,1996-12-20,1,34.86,Seven Seas Imports,90 Wadhurst Rd.,London,Unknown,OX15 4NB,UK,False,Filo Mix,5,7.0,Grains/Cereals,Seven Seas Imports,UK,1,Speedy Express,112.0,1.0,1996-12
10388,53,26.2,40,0,SEVES,2,1996-12-19,1997-01-16,1996-12-20,1,34.86,Seven Seas Imports,90 Wadhurst Rd.,London,Unknown,OX15 4NB,UK,False,Perth Pasties,6,32.8,Meat/Poultry,Seven Seas Imports,UK,1,Speedy Express,1048.0,1.0,1996-12
10389,10,24.8,16,0,BOTTM,4,1996-12-20,1997-01-17,1996-12-24,2,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,False,Ikura,8,31.0,Seafood,Bottom-Dollar Markets,Canada,2,United Package,396.8,4.0,1996-12
10389,55,19.2,15,0,BOTTM,4,1996-12-20,1997-01-17,1996-12-24,2,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,False,Pt chinois,6,24.0,Meat/Poultry,Bottom-Dollar Markets,Canada,2,United Package,288.0,4.0,1996-12
10389,62,39.4,20,0,BOTTM,4,1996-12-20,1997-01-17,1996-12-24,2,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,False,Tarte au sucre,3,49.3,Confections,Bottom-Dollar Markets,Canada,2,United Package,788.0,4.0,1996-12
10389,70,12.0,30,0,BOTTM,4,1996-12-20,1997-01-17,1996-12-24,2,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,False,Outback Lager,1,15.0,Beverages,Bottom-Dollar Markets,Canada,2,United Package,360.0,4.0,1996-12
10390,31,10.0,60,0,ERNSH,6,1996-12-23,1997-01-20,1996-12-26,1,126.38,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,False,Gorgonzola Telino,4,12.5,Dairy Products,Ernst Handel,Austria,1,Speedy Express,600.0,3.0,1996-12
10390,35,14.4,40,0,ERNSH,6,1996-12-23,1997-01-20,1996-12-26,1,126.38,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,False,Steeleye Stout,1,18.0,Beverages,Ernst Handel,Austria,1,Speedy Express,576.0,3.0,1996-12
10390,46,9.6,45,0,ERNSH,6,1996-12-23,1997-01-20,1996-12-26,1,126.38,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,False,Spegesild,8,12.0,Seafood,Ernst Handel,Austria,1,Speedy Express,432.0,3.0,1996-12
10390,72,27.8,24,0,ERNSH,6,1996-12-23,1997-01-20,1996-12-26,1,126.38,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,False,Mozzarella di Giovanni,4,34.8,Dairy Products,Ernst Handel,Austria,1,Speedy Express,667.2,3.0,1996-12
10391,13,4.8,18,0,DRACD,3,1996-12-23,1997-01-20,1996-12-31,3,5.45,Drachenblut Delikatessen,Walserweg 21,Aachen,Unknown,52066,Germany,False,Konbu,8,6.0,Seafood,Drachenblut Delikatessen,Germany,3,Federal Shipping,86.39999999999999,8.0,1996-12
10392,69,28.8,50,0,PICCO,2,1996-12-24,1997-01-21,1997-01-01,3,122.46,Piccolo und mehr,Geislweg 14,Salzburg,Unknown,5020,Austria,False,Gudbrandsdalsost,4,36.0,Dairy Products,Piccolo und mehr,Austria,3,Federal Shipping,1440.0,8.0,1996-12
